nanoseconds,logic,logic,logic,logic,logic,logic,logic,logic
299250,0,1,1,1,1,1,1,1
299375,0,1,1,1,1,1,1,1
299500,0,1,1,1,1,1,1,1
299625,0,1,1,1,1,1,1,1
299750,0,1,1,1,1,1,1,1
299875,0,1,1,1,1,1,1,1
300000,0,1,1,1,1,1,1,1
300125,0,1,1,1,1,1,1,1
300250,0,1,1,1,1,1,1,1
300375,0,1,1,1,1,1,1,1
300500,0,1,1,1,1,1,1,1
300625,0,1,1,1,1,1,1,1
300750,0,1,1,1,1,1,1,1
300875,0,1,1,1,1,1,1,1
301000,0,1,1,1,1,1,1,1
301125,0,1,1,1,1,1,1,1
301250,0,1,1,1,1,1,1,1
301375,0,1,1,1,1,1,1,1
301500,0,1,1,1,1,1,1,1
301625,0,1,1,1,1,1,1,1
301750,0,1,1,1,1,1,1,1
301875,0,1,1,1,1,1,1,1
302000,0,1,1,1,1,1,1,1
302125,0,1,1,1,1,1,1,1
302250,0,1,1,1,1,1,1,1
302375,0,1,1,1,1,1,1,1
302500,0,1,1,1,1,1,1,1
302625,0,1,1,1,1,1,1,1
302750,0,1,1,1,1,1,1,1
302875,0,1,1,1,1,1,1,1
303000,0,1,1,1,1,1,1,1
303125,0,1,1,1,1,1,1,1
303250,0,1,1,1,1,1,1,1
303375,0,1,1,1,1,1,1,1
303500,0,1,1,1,1,1,1,1
303625,0,1,1,1,1,1,1,1
303750,0,1,1,1,1,1,1,1
303875,0,1,1,1,1,1,1,1
304000,0,1,1,1,1,1,1,1
304125,0,1,1,1,1,1,1,1
304250,0,1,1,1,1,1,1,1
304375,0,1,1,1,1,1,1,1
304500,0,1,1,1,1,1,1,1
304625,0,1,1,1,1,1,1,1
304750,0,1,1,1,1,1,1,1
304875,0,1,1,1,1,1,1,1
305000,0,1,1,1,1,1,1,1
305125,0,1,1,1,1,1,1,1
305250,0,1,1,1,1,1,1,1
305375,0,1,1,1,1,1,1,1
305500,0,1,1,1,1,1,1,1
305625,0,1,1,1,1,1,1,1
305750,0,1,1,1,1,1,1,1
305875,0,1,1,1,1,1,1,1
306000,0,1,1,1,1,1,1,1
306125,0,1,1,1,1,1,1,1
306250,0,1,1,1,1,1,1,1
306375,0,1,1,1,1,1,1,1
306500,0,1,1,1,1,1,1,1
306625,0,1,1,1,1,1,1,1
306750,0,1,1,1,1,1,1,1
306875,0,1,1,1,1,1,1,1
307000,0,1,1,1,1,1,1,1
307125,0,1,1,1,1,1,1,1
307250,0,1,1,1,1,1,1,1
307375,0,1,1,1,1,1,1,1
307500,0,1,1,1,1,1,1,1
307625,0,1,1,1,1,1,1,1
307750,0,1,1,1,1,1,1,1
307875,0,1,1,1,1,1,1,1
308000,0,1,1,1,1,1,1,1
308125,0,1,1,1,1,1,1,1
308250,0,1,1,1,1,1,1,1
308375,0,1,1,1,1,1,1,1
308500,0,1,1,1,1,1,1,1
308625,0,1,1,1,1,1,1,1
308750,0,1,1,1,1,1,1,1
308875,0,1,1,1,1,1,1,1
309000,0,1,1,1,1,1,1,1
309125,0,1,1,1,1,1,1,1
309250,0,1,1,1,1,1,1,1
309375,0,1,1,1,1,1,1,1
309500,0,1,1,1,1,1,1,1
309625,0,1,1,1,1,1,1,1
309750,0,1,1,1,1,1,1,1
309875,0,1,1,1,1,1,1,1
310000,0,1,1,1,1,1,1,1
310125,0,1,1,1,1,1,1,1
310250,0,1,1,1,1,1,1,1
310375,0,1,1,1,1,1,1,1
310500,0,1,1,1,1,1,1,1
310625,0,1,1,1,1,1,1,1
310750,0,1,1,1,1,1,1,1
310875,0,1,1,1,1,1,1,1
311000,0,1,1,1,1,1,1,1
311125,0,1,1,1,1,1,1,1
311250,0,1,1,1,1,1,1,1
311375,0,1,1,1,1,1,1,1
311500,0,1,1,1,1,1,1,1
311625,0,1,1,1,1,1,1,1
311750,0,1,1,1,1,1,1,1
311875,0,1,1,1,1,1,1,1
312000,0,1,1,1,1,1,1,1
312125,0,1,1,1,1,1,1,1
312250,0,1,1,1,1,1,1,1
312375,1,1,1,1,1,1,1,1
312500,1,1,1,1,1,1,1,1
312625,1,1,1,1,1,1,1,1
312750,1,1,1,1,1,1,1,1
312875,1,1,1,1,1,1,1,1
313000,1,1,1,1,1,1,1,1
313125,1,1,1,1,1,1,1,1
313250,1,1,1,1,1,1,1,1
313375,1,1,1,1,1,1,1,1
313500,1,1,1,1,1,1,1,1
313625,1,1,1,1,1,1,1,1
313750,1,1,1,1,1,1,1,1
313875,1,1,1,1,1,1,1,1
314000,1,1,1,1,1,1,1,1
314125,1,1,1,1,1,1,1,1
314250,1,1,1,1,1,1,1,1
314375,1,1,1,1,1,1,1,1
314500,1,1,1,1,1,1,1,1
314625,1,1,1,1,1,1,1,1
314750,1,1,1,1,1,1,1,1
314875,1,1,1,1,1,1,1,1
315000,1,1,1,1,1,1,1,1
315125,1,1,1,1,1,1,1,1
315250,1,1,1,1,1,1,1,1
315375,1,1,1,1,1,1,1,1
315500,1,1,1,1,1,1,1,1
315625,1,1,1,1,1,1,1,1
315750,1,1,1,1,1,1,1,1
315875,1,1,1,1,1,1,1,1
316000,1,1,1,1,1,1,1,1
316125,1,1,1,1,1,1,1,1
316250,1,1,1,1,1,1,1,1
316375,1,1,1,1,1,1,1,1
316500,1,1,1,1,1,1,1,1
316625,1,1,1,1,1,1,1,1
316750,1,1,1,1,1,1,1,1
316875,1,1,1,1,1,1,1,1
317000,1,1,1,1,1,1,1,1
317125,1,1,1,1,1,1,1,1
317250,1,1,1,1,1,1,1,1
317375,1,1,1,1,1,1,1,1
317500,1,1,1,1,1,1,1,1
317625,1,1,1,1,1,1,1,1
317750,1,1,1,1,1,1,1,1
317875,1,1,1,1,1,1,1,1
318000,1,1,1,1,1,1,1,1
318125,1,1,1,1,1,1,1,1
318250,1,1,1,1,1,1,1,1
318375,1,1,1,1,1,1,1,1
318500,1,1,1,1,1,1,1,1
318625,1,1,1,1,1,1,1,1
318750,1,1,1,1,1,1,1,1
318875,1,1,1,1,1,1,1,1
319000,1,1,1,1,1,1,1,1
319125,1,1,1,1,1,1,1,1
319250,1,1,1,1,1,1,1,1
319375,1,1,1,1,1,1,1,1
319500,1,1,1,1,1,1,1,1
319625,1,1,1,1,1,1,1,1
319750,1,1,1,1,1,1,1,1
319875,1,1,1,1,1,1,1,1
320000,1,1,1,1,1,1,1,1
320125,1,1,1,1,1,1,1,1
320250,1,1,1,1,1,1,1,1
320375,1,1,1,1,1,1,1,1
320500,1,1,1,1,1,1,1,1
320625,1,1,1,1,1,1,1,1
320750,1,1,1,1,1,1,1,1
320875,1,1,1,1,1,1,1,1
321000,1,1,1,1,1,1,1,1
321125,1,1,1,1,1,1,1,1
321250,1,1,1,1,1,1,1,1
321375,1,1,1,1,1,1,1,1
321500,1,1,1,1,1,1,1,1
321625,1,1,1,1,1,1,1,1
321750,1,1,1,1,1,1,1,1
321875,1,1,1,1,1,1,1,1
322000,1,1,1,1,1,1,1,1
322125,1,1,1,1,1,1,1,1
322250,1,1,1,1,1,1,1,1
322375,1,1,1,1,1,1,1,1
322500,1,1,1,1,1,1,1,1
322625,1,1,1,1,1,1,1,1
322750,1,1,1,1,1,1,1,1
322875,1,1,1,1,1,1,1,1
323000,1,1,1,1,1,1,1,1
323125,1,1,1,1,1,1,1,1
323250,1,1,1,1,1,1,1,1
323375,1,1,1,1,1,1,1,1
323500,1,1,1,1,1,1,1,1
323625,1,1,1,1,1,1,1,1
323750,1,1,1,1,1,1,1,1
323875,1,1,1,1,1,1,1,1
324000,1,1,1,1,1,1,1,1
324125,1,1,1,1,1,1,1,1
324250,1,1,1,1,1,1,1,1
324375,1,1,1,1,1,1,1,1
324500,1,1,1,1,1,1,1,1
324625,1,1,1,1,1,1,1,1
324750,1,1,1,1,1,1,1,1
324875,1,1,1,1,1,1,1,1
325000,1,1,1,1,1,1,1,1
325125,1,1,1,1,1,1,1,1
325250,1,1,1,1,1,1,1,1
325375,1,1,1,1,1,1,1,1
325500,1,1,1,1,1,1,1,1
325625,1,1,1,1,1,1,1,1
325750,1,1,1,1,1,1,1,1
325875,1,1,1,1,1,1,1,1
326000,1,1,1,1,1,1,1,1
326125,1,1,1,1,1,1,1,1
326250,1,1,1,1,1,1,1,1
326375,1,1,1,1,1,1,1,1
326500,1,1,1,1,1,1,1,1
326625,1,1,1,1,1,1,1,1
326750,1,1,1,1,1,1,1,1
326875,1,1,1,1,1,1,1,1
327000,1,1,1,1,1,1,1,1
327125,1,1,1,1,1,1,1,1
327250,1,1,1,1,1,1,1,1
327375,1,1,1,1,1,1,1,1
327500,1,1,1,1,1,1,1,1
327625,1,1,1,1,1,1,1,1
327750,1,1,1,1,1,1,1,1
327875,1,1,1,1,1,1,1,1
328000,1,1,1,1,1,1,1,1
328125,1,1,1,1,1,1,1,1
328250,1,1,1,1,1,1,1,1
328375,1,1,1,1,1,1,1,1
328500,1,1,1,1,1,1,1,1
328625,1,1,1,1,1,1,1,1
328750,1,1,1,1,1,1,1,1
328875,1,1,1,1,1,1,1,1
329000,1,1,1,1,1,1,1,1
329125,1,1,1,1,1,1,1,1
329250,1,1,1,1,1,1,1,1
329375,1,1,1,1,1,1,1,1
329500,1,1,1,1,1,1,1,1
329625,1,1,1,1,1,1,1,1
329750,1,1,1,1,1,1,1,1
329875,1,1,1,1,1,1,1,1
330000,1,1,1,1,1,1,1,1
330125,1,1,1,1,1,1,1,1
330250,1,1,1,1,1,1,1,1
330375,1,1,1,1,1,1,1,1
330500,1,1,1,1,1,1,1,1
330625,1,1,1,1,1,1,1,1
330750,1,1,1,1,1,1,1,1
330875,1,1,1,1,1,1,1,1
331000,1,1,1,1,1,1,1,1
331125,1,1,1,1,1,1,1,1
331250,1,1,1,1,1,1,1,1
331375,1,1,1,1,1,1,1,1
331500,1,1,1,1,1,1,1,1
331625,1,1,1,1,1,1,1,1
331750,1,1,1,1,1,1,1,1
331875,1,1,1,1,1,1,1,1
332000,1,1,1,1,1,1,1,1
332125,1,1,1,1,1,1,1,1
332250,1,1,1,1,1,1,1,1
332375,1,1,1,1,1,1,1,1
332500,1,1,1,1,1,1,1,1
332625,1,1,1,1,1,1,1,1
332750,1,1,1,1,1,1,1,1
332875,1,1,1,1,1,1,1,1
333000,1,1,1,1,1,1,1,1
333125,1,1,1,1,1,1,1,1
333250,1,1,1,1,1,1,1,1
333375,1,1,1,1,1,1,1,1
333500,1,1,1,1,1,1,1,1
333625,1,1,1,1,1,1,1,1
333750,1,1,1,1,1,1,1,1
333875,1,1,1,1,1,1,1,1
334000,1,1,1,1,1,1,1,1
334125,1,1,1,1,1,1,1,1
334250,1,1,1,1,1,1,1,1
334375,1,1,1,1,1,1,1,1
334500,1,1,1,1,1,1,1,1
334625,1,1,1,1,1,1,1,1
334750,1,1,1,1,1,1,1,1
334875,1,1,1,1,1,1,1,1
335000,1,1,1,1,1,1,1,1
335125,1,1,1,1,1,1,1,1
335250,1,1,1,1,1,1,1,1
335375,1,1,1,1,1,1,1,1
335500,1,1,1,1,1,1,1,1
335625,1,1,1,1,1,1,1,1
335750,1,1,1,1,1,1,1,1
335875,1,1,1,1,1,1,1,1
336000,1,1,1,1,1,1,1,1
336125,1,1,1,1,1,1,1,1
336250,1,1,1,1,1,1,1,1
336375,1,1,1,1,1,1,1,1
336500,1,1,1,1,1,1,1,1
336625,1,1,1,1,1,1,1,1
336750,1,1,1,1,1,1,1,1
336875,1,1,1,1,1,1,1,1
337000,1,1,1,1,1,1,1,1
337125,1,1,1,1,1,1,1,1
337250,1,1,1,1,1,1,1,1
337375,1,1,1,1,1,1,1,1
337500,1,1,1,1,1,1,1,1
337625,1,1,1,1,1,1,1,1
337750,1,1,1,1,1,1,1,1
337875,1,1,1,1,1,1,1,1
338000,1,1,1,1,1,1,1,1
338125,1,1,1,1,1,1,1,1
338250,1,1,1,1,1,1,1,1
338375,1,1,1,1,1,1,1,1
338500,1,1,1,1,1,1,1,1
338625,1,1,1,1,1,1,1,1
338750,1,1,1,1,1,1,1,1
338875,1,1,1,1,1,1,1,1
339000,1,1,1,1,1,1,1,1
339125,1,1,1,1,1,1,1,1
339250,1,1,1,1,1,1,1,1
339375,1,1,1,1,1,1,1,1
339500,1,1,1,1,1,1,1,1
339625,1,1,1,1,1,1,1,1
339750,1,1,1,1,1,1,1,1
339875,1,1,1,1,1,1,1,1
340000,1,1,1,1,1,1,1,1
340125,1,1,1,1,1,1,1,1
340250,1,1,1,1,1,1,1,1
340375,1,1,1,1,1,1,1,1
340500,1,1,1,1,1,1,1,1
340625,1,1,1,1,1,1,1,1
340750,1,1,1,1,1,1,1,1
340875,1,1,1,1,1,1,1,1
341000,1,1,1,1,1,1,1,1
341125,1,1,1,1,1,1,1,1
341250,1,1,1,1,1,1,1,1
341375,1,1,1,1,1,1,1,1
341500,1,1,1,1,1,1,1,1
341625,1,1,1,1,1,1,1,1
341750,1,1,1,1,1,1,1,1
341875,1,1,1,1,1,1,1,1
342000,1,1,1,1,1,1,1,1
342125,1,1,1,1,1,1,1,1
342250,1,1,1,1,1,1,1,1
342375,1,1,1,1,1,1,1,1
342500,1,1,1,1,1,1,1,1
342625,1,1,1,1,1,1,1,1
342750,1,1,1,1,1,1,1,1
342875,1,1,1,1,1,1,1,1
343000,1,1,1,1,1,1,1,1
343125,1,1,1,1,1,1,1,1
343250,1,1,1,1,1,1,1,1
343375,1,1,1,1,1,1,1,1
343500,1,1,1,1,1,1,1,1
343625,1,1,1,1,1,1,1,1
343750,1,1,1,1,1,1,1,1
343875,1,1,1,1,1,1,1,1
344000,1,1,1,1,1,1,1,1
344125,1,1,1,1,1,1,1,1
344250,1,1,1,1,1,1,1,1
344375,1,1,1,1,1,1,1,1
344500,1,1,1,1,1,1,1,1
344625,1,1,1,1,1,1,1,1
344750,1,1,1,1,1,1,1,1
344875,1,1,1,1,1,1,1,1
345000,1,1,1,1,1,1,1,1
345125,1,1,1,1,1,1,1,1
345250,1,1,1,1,1,1,1,1
345375,1,1,1,1,1,1,1,1
345500,1,1,1,1,1,1,1,1
345625,1,1,1,1,1,1,1,1
345750,1,1,1,1,1,1,1,1
345875,1,1,1,1,1,1,1,1
346000,1,1,1,1,1,1,1,1
346125,1,1,1,1,1,1,1,1
346250,1,1,1,1,1,1,1,1
346375,1,1,1,1,1,1,1,1
346500,1,1,1,1,1,1,1,1
346625,1,1,1,1,1,1,1,1
346750,1,1,1,1,1,1,1,1
346875,1,1,1,1,1,1,1,1
347000,1,1,1,1,1,1,1,1
347125,1,1,1,1,1,1,1,1
347250,1,1,1,1,1,1,1,1
347375,1,1,1,1,1,1,1,1
347500,1,1,1,1,1,1,1,1
347625,1,1,1,1,1,1,1,1
347750,1,1,1,1,1,1,1,1
347875,1,1,1,1,1,1,1,1
348000,1,1,1,1,1,1,1,1
348125,1,1,1,1,1,1,1,1
348250,1,1,1,1,1,1,1,1
348375,1,1,1,1,1,1,1,1
348500,1,1,1,1,1,1,1,1
348625,1,1,1,1,1,1,1,1
348750,1,1,1,1,1,1,1,1
348875,1,1,1,1,1,1,1,1
349000,1,1,1,1,1,1,1,1
349125,1,1,1,1,1,1,1,1
349250,1,1,1,1,1,1,1,1
349375,1,1,1,1,1,1,1,1
349500,1,1,1,1,1,1,1,1
349625,1,1,1,1,1,1,1,1
349750,1,1,1,1,1,1,1,1
349875,1,1,1,1,1,1,1,1
350000,1,1,1,1,1,1,1,1
350125,1,1,1,1,1,1,1,1
350250,1,1,1,1,1,1,1,1
350375,1,1,1,1,1,1,1,1
350500,1,1,1,1,1,1,1,1
350625,1,1,1,1,1,1,1,1
350750,1,1,1,1,1,1,1,1
350875,1,1,1,1,1,1,1,1
351000,1,1,1,1,1,1,1,1
351125,1,1,1,1,1,1,1,1
351250,1,1,1,1,1,1,1,1
351375,1,1,1,1,1,1,1,1
351500,1,1,1,1,1,1,1,1
351625,1,1,1,1,1,1,1,1
351750,1,1,1,1,1,1,1,1
351875,1,1,1,1,1,1,1,1
352000,1,1,1,1,1,1,1,1
352125,1,1,1,1,1,1,1,1
352250,1,1,1,1,1,1,1,1
352375,1,1,1,1,1,1,1,1
352500,1,1,1,1,1,1,1,1
352625,1,1,1,1,1,1,1,1
352750,1,1,1,1,1,1,1,1
352875,1,1,1,1,1,1,1,1
353000,1,1,1,1,1,1,1,1
353125,1,1,1,1,1,1,1,1
353250,1,1,1,1,1,1,1,1
353375,1,1,1,1,1,1,1,1
353500,1,1,1,1,1,1,1,1
353625,1,1,1,1,1,1,1,1
353750,1,1,1,1,1,1,1,1
353875,1,1,1,1,1,1,1,1
354000,1,1,1,1,1,1,1,1
354125,1,1,1,1,1,1,1,1
354250,1,1,1,1,1,1,1,1
354375,1,1,1,1,1,1,1,1
354500,1,1,1,1,1,1,1,1
354625,1,1,1,1,1,1,1,1
354750,1,1,1,1,1,1,1,1
354875,1,1,1,1,1,1,1,1
355000,1,1,1,1,1,1,1,1
355125,1,1,1,1,1,1,1,1
355250,1,1,1,1,1,1,1,1
355375,1,1,1,1,1,1,1,1
355500,1,1,1,1,1,1,1,1
355625,1,1,1,1,1,1,1,1
355750,1,1,1,1,1,1,1,1
355875,1,1,1,1,1,1,1,1
356000,1,1,1,1,1,1,1,1
356125,1,1,1,1,1,1,1,1
356250,1,1,1,1,1,1,1,1
356375,1,1,1,1,1,1,1,1
356500,1,1,1,1,1,1,1,1
356625,1,1,1,1,1,1,1,1
356750,1,1,1,1,1,1,1,1
356875,1,1,1,1,1,1,1,1
357000,1,1,1,1,1,1,1,1
357125,1,1,1,1,1,1,1,1
357250,1,1,1,1,1,1,1,1
357375,1,1,1,1,1,1,1,1
357500,1,1,1,1,1,1,1,1
357625,1,1,1,1,1,1,1,1
357750,1,1,1,1,1,1,1,1
357875,1,1,1,1,1,1,1,1
358000,1,1,1,1,1,1,1,1
358125,1,1,1,1,1,1,1,1
358250,1,1,1,1,1,1,1,1
358375,1,1,1,1,1,1,1,1
358500,1,1,1,1,1,1,1,1
358625,1,1,1,1,1,1,1,1
358750,1,1,1,1,1,1,1,1
358875,1,1,1,1,1,1,1,1
359000,1,1,1,1,1,1,1,1
359125,1,1,1,1,1,1,1,1
359250,1,1,1,1,1,1,1,1
359375,1,1,1,1,1,1,1,1
359500,1,1,1,1,1,1,1,1
359625,1,1,1,1,1,1,1,1
359750,1,1,1,1,1,1,1,1
359875,1,1,1,1,1,1,1,1
360000,1,1,1,1,1,1,1,1
360125,1,1,1,1,1,1,1,1
360250,1,1,1,1,1,1,1,1
360375,1,1,1,1,1,1,1,1
360500,1,1,1,1,1,1,1,1
360625,1,1,1,1,1,1,1,1
360750,1,1,1,1,1,1,1,1
360875,1,1,1,1,1,1,1,1
361000,1,1,1,1,1,1,1,1
361125,1,1,1,1,1,1,1,1
361250,1,1,1,1,1,1,1,1
361375,1,1,1,1,1,1,1,1
361500,1,1,1,1,1,1,1,1
361625,1,1,1,1,1,1,1,1
361750,1,1,1,1,1,1,1,1
361875,1,1,1,1,1,1,1,1
362000,1,1,1,1,1,1,1,1
362125,1,1,1,1,1,1,1,1
362250,1,1,1,1,1,1,1,1
362375,1,1,1,1,1,1,1,1
362500,1,1,1,1,1,1,1,1
362625,1,1,1,1,1,1,1,1
362750,1,1,1,1,1,1,1,1
362875,1,1,1,1,1,1,1,1
363000,1,1,1,1,1,1,1,1
363125,1,1,1,1,1,1,1,1
363250,1,1,1,1,1,1,1,1
363375,1,1,1,1,1,1,1,1
363500,1,1,1,1,1,1,1,1
363625,1,1,1,1,1,1,1,1
363750,1,1,1,1,1,1,1,1
363875,1,1,1,1,1,1,1,1
364000,1,1,1,1,1,1,1,1
364125,1,1,1,1,1,1,1,1
364250,1,1,1,1,1,1,1,1
364375,1,1,1,1,1,1,1,1
364500,1,1,1,1,1,1,1,1
364625,1,1,1,1,1,1,1,1
364750,1,1,1,1,1,1,1,1
364875,1,1,1,1,1,1,1,1
365000,1,1,1,1,1,1,1,1
365125,1,1,1,1,1,1,1,1
365250,1,1,1,1,1,1,1,1
365375,1,1,1,1,1,1,1,1
365500,1,1,1,1,1,1,1,1
365625,1,1,1,1,1,1,1,1
365750,1,1,1,1,1,1,1,1
365875,1,1,1,1,1,1,1,1
366000,1,1,1,1,1,1,1,1
366125,1,1,1,1,1,1,1,1
366250,1,1,1,1,1,1,1,1
366375,1,1,1,1,1,1,1,1
366500,1,1,1,1,1,1,1,1
366625,1,1,1,1,1,1,1,1
366750,1,1,1,1,1,1,1,1
366875,1,1,1,1,1,1,1,1
367000,1,1,1,1,1,1,1,1
367125,1,1,1,1,1,1,1,1
367250,1,1,1,1,1,1,1,1
367375,1,1,1,1,1,1,1,1
367500,1,1,1,1,1,1,1,1
367625,1,1,1,1,1,1,1,1
367750,1,1,1,1,1,1,1,1
367875,1,1,1,1,1,1,1,1
368000,1,1,1,1,1,1,1,1
368125,1,1,1,1,1,1,1,1
368250,1,1,1,1,1,1,1,1
368375,1,1,1,1,1,1,1,1
368500,1,1,1,1,1,1,1,1
368625,1,1,1,1,1,1,1,1
368750,1,1,1,1,1,1,1,1
368875,1,1,1,1,1,1,1,1
369000,1,1,1,1,1,1,1,1
369125,1,1,1,1,1,1,1,1
369250,1,1,1,1,1,1,1,1
369375,1,1,1,1,1,1,1,1
369500,1,1,1,1,1,1,1,1
369625,1,1,1,1,1,1,1,1
369750,1,1,1,1,1,1,1,1
369875,1,1,1,1,1,1,1,1
370000,1,1,1,1,1,1,1,1
370125,1,1,1,1,1,1,1,1
370250,1,1,1,1,1,1,1,1
370375,1,1,1,1,1,1,1,1
370500,1,1,1,1,1,1,1,1
370625,1,1,1,1,1,1,1,1
370750,1,1,1,1,1,1,1,1
370875,1,1,1,1,1,1,1,1
371000,1,1,1,1,1,1,1,1
371125,1,1,1,1,1,1,1,1
371250,1,1,1,1,1,1,1,1
371375,1,1,1,1,1,1,1,1
371500,1,1,1,1,1,1,1,1
371625,1,1,1,1,1,1,1,1
371750,1,1,1,1,1,1,1,1
371875,1,1,1,1,1,1,1,1
372000,1,1,1,1,1,1,1,1
372125,1,1,1,1,1,1,1,1
372250,1,1,1,1,1,1,1,1
372375,1,1,1,1,1,1,1,1
372500,1,1,1,1,1,1,1,1
372625,1,1,1,1,1,1,1,1
372750,1,1,1,1,1,1,1,1
372875,1,1,1,1,1,1,1,1
373000,1,1,1,1,1,1,1,1
373125,1,1,1,1,1,1,1,1
373250,1,1,1,1,1,1,1,1
373375,1,1,1,1,1,1,1,1
373500,1,1,1,1,1,1,1,1
373625,1,1,1,1,1,1,1,1
373750,1,1,1,1,1,1,1,1
373875,1,1,1,1,1,1,1,1
374000,1,1,1,1,1,1,1,1
374125,1,1,1,1,1,1,1,1
374250,1,1,1,1,1,1,1,1
374375,1,1,1,1,1,1,1,1
374500,1,1,1,1,1,1,1,1
374625,1,1,1,1,1,1,1,1
374750,1,1,1,1,1,1,1,1
374875,1,1,1,1,1,1,1,1
375000,1,1,1,1,1,1,1,1
375125,1,1,1,1,1,1,1,1
375250,1,1,1,1,1,1,1,1
375375,1,1,1,1,1,1,1,1
375500,1,1,1,1,1,1,1,1
375625,1,1,1,1,1,1,1,1
375750,1,1,1,1,1,1,1,1
375875,1,1,1,1,1,1,1,1
376000,1,1,1,1,1,1,1,1
376125,1,1,1,1,1,1,1,1
376250,1,1,1,1,1,1,1,1
376375,1,1,1,1,1,1,1,1
376500,1,1,1,1,1,1,1,1
376625,1,1,1,1,1,1,1,1
376750,1,1,1,1,1,1,1,1
376875,1,1,1,1,1,1,1,1
377000,1,1,1,1,1,1,1,1
377125,1,1,1,1,1,1,1,1
377250,1,1,1,1,1,1,1,1
377375,1,1,1,1,1,1,1,1
377500,1,1,1,1,1,1,1,1
377625,1,1,1,1,1,1,1,1
377750,1,1,1,1,1,1,1,1
377875,1,1,1,1,1,1,1,1
378000,1,1,1,1,1,1,1,1
378125,1,1,1,1,1,1,1,1
378250,1,1,1,1,1,1,1,1
378375,1,1,1,1,1,1,1,1
378500,1,1,1,1,1,1,1,1
378625,1,1,1,1,1,1,1,1
378750,1,1,1,1,1,1,1,1
378875,1,1,1,1,1,1,1,1
379000,1,1,1,1,1,1,1,1
379125,1,1,1,1,1,1,1,1
379250,1,1,1,1,1,1,1,1
379375,1,1,1,1,1,1,1,1
379500,1,1,1,1,1,1,1,1
379625,1,1,1,1,1,1,1,1
379750,1,1,1,1,1,1,1,1
379875,1,1,1,1,1,1,1,1
380000,1,1,1,1,1,1,1,1
380125,1,1,1,1,1,1,1,1
380250,1,1,1,1,1,1,1,1
380375,1,1,1,1,1,1,1,1
380500,1,1,1,1,1,1,1,1
380625,1,1,1,1,1,1,1,1
380750,1,1,1,1,1,1,1,1
380875,1,1,1,1,1,1,1,1
381000,1,1,1,1,1,1,1,1
381125,1,1,1,1,1,1,1,1
381250,1,1,1,1,1,1,1,1
381375,1,1,1,1,1,1,1,1
381500,1,1,1,1,1,1,1,1
381625,1,1,1,1,1,1,1,1
381750,1,1,1,1,1,1,1,1
381875,1,1,1,1,1,1,1,1
382000,1,1,1,1,1,1,1,1
382125,1,1,1,1,1,1,1,1
382250,1,1,1,1,1,1,1,1
382375,1,1,1,1,1,1,1,1
382500,1,1,1,1,1,1,1,1
382625,1,1,1,1,1,1,1,1
382750,1,1,1,1,1,1,1,1
382875,1,1,1,1,1,1,1,1
383000,1,1,1,1,1,1,1,1
383125,1,1,1,1,1,1,1,1
383250,1,1,1,1,1,1,1,1
383375,1,1,1,1,1,1,1,1
383500,1,1,1,1,1,1,1,1
383625,1,1,1,1,1,1,1,1
383750,1,1,1,1,1,1,1,1
383875,1,1,1,1,1,1,1,1
384000,1,1,1,1,1,1,1,1
384125,1,1,1,1,1,1,1,1
384250,1,1,1,1,1,1,1,1
384375,1,1,1,1,1,1,1,1
384500,1,1,1,1,1,1,1,1
384625,1,1,1,1,1,1,1,1
384750,1,1,1,1,1,1,1,1
384875,1,1,1,1,1,1,1,1
385000,1,1,1,1,1,1,1,1
385125,1,1,1,1,1,1,1,1
385250,1,1,1,1,1,1,1,1
385375,1,1,1,1,1,1,1,1
385500,1,1,1,1,1,1,1,1
385625,1,1,1,1,1,1,1,1
385750,1,1,1,1,1,1,1,1
385875,1,1,1,1,1,1,1,1
386000,1,1,1,1,1,1,1,1
386125,1,1,1,1,1,1,1,1
386250,1,1,1,1,1,1,1,1
386375,1,1,1,1,1,1,1,1
386500,1,1,1,1,1,1,1,1
386625,1,1,1,1,1,1,1,1
386750,1,1,1,1,1,1,1,1
386875,1,1,1,1,1,1,1,1
387000,1,1,1,1,1,1,1,1
387125,1,1,1,1,1,1,1,1
387250,1,1,1,1,1,1,1,1
387375,1,1,1,1,1,1,1,1
387500,1,1,1,1,1,1,1,1
387625,1,1,1,1,1,1,1,1
387750,1,1,1,1,1,1,1,1
387875,1,1,1,1,1,1,1,1
388000,1,1,1,1,1,1,1,1
388125,1,1,1,1,1,1,1,1
388250,1,1,1,1,1,1,1,1
388375,1,1,1,1,1,1,1,1
388500,1,1,1,1,1,1,1,1
388625,1,1,1,1,1,1,1,1
388750,1,1,1,1,1,1,1,1
388875,1,1,1,1,1,1,1,1
389000,1,1,1,1,1,1,1,1
389125,1,1,1,1,1,1,1,1
389250,1,1,1,1,1,1,1,1
389375,1,1,1,1,1,1,1,1
389500,1,1,1,1,1,1,1,1
389625,1,1,1,1,1,1,1,1
389750,1,1,1,1,1,1,1,1
389875,1,1,1,1,1,1,1,1
390000,1,1,1,1,1,1,1,1
390125,1,1,1,1,1,1,1,1
390250,1,1,1,1,1,1,1,1
390375,1,1,1,1,1,1,1,1
390500,1,1,1,1,1,1,1,1
390625,1,1,1,1,1,1,1,1
390750,1,1,1,1,1,1,1,1
390875,1,1,1,1,1,1,1,1
391000,1,1,1,1,1,1,1,1
